"","Participant","Qnum","Sensitive","T/F","hasAbsolutelyReally","hasContraction","hasI","hasWe","hasYes","hasNAposT","hasNo","hasNot","isJustYes","isJustNo","noYesOrNo","specificDenial","thirdPersonPronouns","hasFalseStart","hasFilledPause","numFilledPauses","hasCuePhrase","numCuePhrases","hasHedgePhrase","numHedgePhrases","hasLaugh","complexity","numLaugh","DAL-wc","DAL-pleasant","DAL-activate","DAL-imagenary","specScores","duration"
"data4922","428","q8",FALSE,"F","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1","3","1","4","0","0","1","1.0","3","0.814814814815","1.95984772727","1.69755681818","1.57272727273","0.997666","22.26761"
"data4923","428","q9",FALSE,"T","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","7","1","6","1","8","0","1.0","0","0.760563380282","1.92367777778","1.73513518519","1.42592592593","0.999929","55.71635"
"data4924","428","q11",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","2","1","4","1","2","0","1.0","0","0.8125","1.96066538462","1.72425384615","1.46153846154","0.851576","24.52099"
"data4925","428","q10",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","3","1","5","0","1.0","0","0.815789473684","1.76759354839","1.71340967742","1.28387096774","0.763903","15.04003"
"data4926","428","q1",FALSE,"T","0","1","1","0","1","1","1","0","0","0","0","0","1","1","1","13","1","15","1","10","1","1.0","4","0.843373493976","1.92603642857","1.68678285714","1.44142857143","1.000000","124.46272"
"data4927","428","q12",TRUE,"T","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","3","1","3","0","0","1","1.0","1","0.735294117647","1.779236","1.667348","1.336","0.763148","12.3"
"data4928","428","q13",TRUE,"T","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","3","1","1.0","3","0.769230769231","1.86715","1.773425","1.47","0.361584","12.07222"
"data4929","428","q14",TRUE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","3","1","5","1","1","0","1.0","0","0.85","2.17190588235","1.76640588235","1.35294117647","0.128228","15.2165"
"data4930","428","q15",TRUE,"T","0","1","1","0","0","1","0","0","0","0","1","1","0","0","1","1","1","3","0","0","1","1.0","1","0.913043478261","1.99484761905","1.78380952381","1.58095238095","0.100760","9.07764"
"data4931","428","q16",TRUE,"F","0","1","1","0","1","1","0","1","0","0","0","0","1","0","1","2","1","2","1","4","1","1.0","2","0.72972972973","2.02708518519","1.68165555556","1.65925925926","0.962954","27.67231"
"data4932","428","q17",FALSE,"F","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1.0","0","0.9","2.05692222222","1.69004444444","1.57777777778","0.036451","3.0472"
"data4933","428","q18",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","3","1","3","1","1.0","2","0.967741935484","1.90818333333","1.79819666667","1.68","0.455276","15.17787"
"data4934","428","q19",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","5","1","2","0","1.0","0","0.933333333333","1.78737857143","1.79069285714","1.3","0.003358","16.62039"
"data4935","428","q20",FALSE,"T","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.8","1.815975","1.8553","1.9","0.110111","3.7"
"data4936","428","q21",FALSE,"T","0","1","1","0","1","1","1","1","0","0","0","0","1","0","1","4","1","11","1","5","1","1.0","7","0.863636363636","1.88515921053","1.66176315789","1.42105263158","0.999981","74.70893"
"data4937","428","q5",TRUE,"F","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","6","0","0","0","1.0","0","0.911764705882","1.7768516129","1.66366451613","1.4064516129","0.245957","14.45"
"data4938","428","q22",FALSE,"F","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","7","1","1","1","1.0","3","0.936170212766","1.95480454545","1.64136590909","1.53181818182","0.910379","25.04538"
"data4939","428","q24",TRUE,"F","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","2","1","1.0","1","0.8","1.89636666667","1.6043","1.1","0.008187","7.03337"
"data4940","428","q23",TRUE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","2","1","1","0","0","0","1.0","0","0.8","1.81000833333","1.73504166667","1.41666666667","0.104126","3.61"
"data4941","431","q20",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","1.0","2.17778333333","1.72725","1.83333333333","0.042958","22.06979"
"data4942","431","q19",FALSE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","1.0","0","0.777777777778","2.14845714286","1.69744285714","1.77142857143","0.202228","9.3357"
"data4943","431","q17",FALSE,"T","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","0.8","1.677075","1.53365","1.85","0.004574","4.67517"
"data4944","431","q15",TRUE,"F","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","1.0","0","0.75","2.20416666667","1.87706666667","1.56666666667","0.050000","10.06778"
"data4945","431","q13",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.60604"
"data4946","431","q11",FALSE,"F","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.7","2.03854285714","1.66355714286","2.08571428571","0.543507","10.91363"
"data4947","431","q7",FALSE,"F","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1.0","0","0.777777777778","2.14835714286","1.60555714286","1.54285714286","0.038493","12.28926"
"data4948","431","q3",FALSE,"T","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","5","1","1","0","0","0","1.0","0","0.75","1.83824761905","1.64981904762","1.66666666667","0.900217","19.11825"
"data4949","431","q2",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2","1","1","0","0","0","1.0","0","0.75","2.0474","1.60448888889","1.51111111111","0.211787","18.69537"
"data4950","431","q4",FALSE,"T","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","3","1","3","1","1","0","1.0","0","0.883720930233","1.80105263158","1.51528684211","1.44210526316","0.880111","27.06458"
"data4951","431","q6",FALSE,"T","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","1.0","0","0.85","1.76286470588","1.79669411765","1.65882352941","0.171453","13.07445"
"data4952","431","q8",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000044","3.92215"
"data4953","431","q10",FALSE,"F","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","2","1","1","0","1.0","0","0.6","1.71383333333","1.7731","1.33333333333","0.021679","11.94296"
"data4954","431","q12",TRUE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","1.0","0","0.714285714286","2.12202","1.571","1.84","0.105542","11.5094"
"data4955","431","q14",TRUE,"F","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","3","1","1","0","0","0","1.0","0","0.823529411765","1.88862857143","1.6413","1.62857142857","0.038382","10.24495"
"data4956","431","q1",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1.0","0","0.4","1.8125","1.58335","1.3","0.358717","10.47188"
"data4957","431","q16",TRUE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","1.0","0","0.5","2.10186666667","1.48483333333","2.46666666667","0.748314","3.89597"
"data4958","431","q18",FALSE,"T","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","3","1","5","0","0","0","1.0","0","0.692307692308","1.74405555556","1.6243","1.75555555556","0.314154","11.68"
"data4959","431","q21",FALSE,"F","1","1","1","0","0","0","0","1","0","0","1","0","0","1","1","3","1","1","1","2","0","1.0","0","0.826086956522","2.0632","1.79222105263","1.49473684211","0.381799","15.8953"
"data4960","431","q23",TRUE,"T","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.8","2.1742","1.67705","2.075","0.033711","11.2606"
"data4961","431","q5",TRUE,"F","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.93491428571","1.73298571429","2.08571428571","0.454540","8.77"
"data4962","431","q9",FALSE,"T","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","1.0","1.9154","2.02135","1.0","0.000009","3.84304"
"data4963","431","q24",TRUE,"F","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.60604"
"data4964","431","q22",FALSE,"T","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1.0","0","0.833333333333","1.70886","1.61392","1.2","0.000570","7.12215"
"data4965","430","q16",TRUE,"F","1","1","1","0","0","0","0","0","0","0","1","0","1","0","1","3","1","3","1","1","0","1.0","0","0.84375","1.85303333333","1.73398888889","1.7037037037","0.900840","12.41"
"data4966","430","q24",TRUE,"T","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","2","0","0","1","1.0","1","0.75","1.82921666667","1.778175","1.65","0.208088","6.54"
"data4967","430","q2",FALSE,"T","1","1","1","0","0","1","0","0","0","0","1","0","1","0","1","2","1","13","1","6","0","1.0","0","0.928571428571","1.94336","1.66663692308","1.41846153846","0.999346","32.10038"
"data4968","430","q7",FALSE,"F","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","2","1","5","1","1","0","1.0","0","0.869565217391","1.8887175","1.6980925","1.37","0.951023","18.6"
"data4969","430","q14",TRUE,"F","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","2","1","2","0","0","0","1.0","0","0.769230769231","1.8499","1.77565","1.5","0.009080","6.34"
"data4970","430","q8",FALSE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.5","1.2308","2.1538","1.0","0.002585","0.9089"
"data4971","430","q6",FALSE,"F","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","2","1","7","0","0","0","1.0","0","0.820512820513","1.862825","1.78961875","1.6","0.898422","14.08"
"data4972","430","q18",FALSE,"F","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","3","1","1","0","1.0","0","0.857142857143","1.93753333333","1.76418333333","1.27777777778","0.058872","10.58291"
"data4973","430","q20",FALSE,"F","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","0","0","0","1.0","0","0.85","1.87102941176","1.58145294118","1.44705882353","0.210364","7.98"
"data4974","430","q22",FALSE,"T","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","2","1","1","0","1.0","0","0.941176470588","1.96166875","1.80445","1.575","0.025808","7.27397"
"data4975","430","q23",TRUE,"F","1","1","1","0","1","0","0","1","0","0","0","0","1","1","1","2","1","2","1","3","1","1.0","1","0.870967741935","1.85820740741","1.72683703704","1.48148148148","0.459248","15.83"
"data4976","430","q9",FALSE,"F","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","5","1","9","1","9","0","1.0","0","0.914634146341","1.93713066667","1.70407466667","1.392","0.999939","41.81322"
"data4977","430","q15",TRUE,"T","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","4","1","6","0","0","0","1.0","0","0.897435897436","2.09836","1.76520857143","1.53142857143","0.907076","19.66"
"data4978","430","q17",FALSE,"F","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","6","1","2","0","1.0","0","0.914285714286","1.85258125","1.649359375","1.2875","0.476808","12.55857"
"data4979","430","q1",FALSE,"F","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","3","1","4","0","0","0","1.0","0","0.763157894737","1.90210689655","1.6504","1.43448275862","0.949129","17.34362"
"data4980","430","q21",FALSE,"T","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","2","1","3","1","1","0","2.0","0","0.733333333333","1.981","1.76871818182","1.43636363636","0.245878","10.43747"
"data4981","430","q3",FALSE,"F","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","4","1","9","1","2","0","1.0","0","0.854545454545","1.79435744681","1.62408085106","1.52765957447","0.993510","21.45116"
"data4982","430","q12",TRUE,"T","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","3","1","9","1","2","0","1.0","0","0.877551020408","1.81342093023","1.69533488372","1.4976744186","0.933964","16.66944"
"data4983","430","q10",FALSE,"F","0","1","1","0","0","1","1","1","0","0","0","0","0","0","1","1","1","6","1","3","0","1.0","0","0.815789473684","1.83597419355","1.69527096774","1.30322580645","0.675046","13.05"
"data4984","430","q4",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","3","0","0","0","0","0","1.0","0","0.647058823529","2.02055454545","1.63796363636","1.72727272727","0.238156","8.79"
"data4985","430","q5",TRUE,"T","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.5","1.2308","2.1538","1.0","0.002585","0.86857"
"data4986","430","q11",FALSE,"T","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","3","1","4","1","4","0","1.0","0","0.862068965517","1.897616","1.78702","1.592","0.406350","10.92"
"data4987","430","q13",TRUE,"F","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","2","1","2","1","1","0","1.0","0","0.8","1.61138333333","1.8218","1.31666666667","0.005619","8.29318"
"data4988","430","q19",FALSE,"T","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","2","1","2","1","2","0","1.0","0","0.838709677419","1.96246538462","1.84642692308","1.60769230769","0.804023","13.80039"
"data4989","433","q1",FALSE,"F","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1.0","1","0.885714285714","1.88191290323","1.73822258065","1.42580645161","0.513919","34.91481"
"data4990","433","q3",FALSE,"F","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","0.9","2.14624444444","1.81866666667","1.86666666667","0.026921","3.43"
"data4991","433","q4",FALSE,"T","0","1","1","0","1","0","1","1","0","0","0","0","1","0","1","8","1","6","1","3","1","1.0","3","0.857142857143","1.92469545455","1.70919848485","1.57575757576","0.999934","86.21431"
"data4992","433","q6",FALSE,"F","0","1","1","0","1","1","1","1","0","0","0","0","0","0","1","3","1","5","1","2","1","1.0","3","0.84","1.95778253968","1.68914761905","1.51428571429","0.999775","43.42129"
"data4993","433","q7",FALSE,"T","0","1","1","0","1","1","1","1","0","0","0","0","1","1","1","4","1","4","1","1","0","1.0","0","0.818181818182","1.88805555556","1.72331111111","1.38518518519","0.567261","25.58155"
"data4994","433","q8",FALSE,"T","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","3","1","4","0","0","1","1.0","3","0.5","1.80275","1.9505375","1.175","0.261473","17.30063"
"data4995","433","q9",FALSE,"T","0","1","1","0","0","1","1","1","0","0","0","1","0","0","1","7","1","3","1","4","0","1.0","0","0.808823529412","1.9344","1.68968727273","1.30909090909","0.999557","46.94082"
"data4996","433","q10",FALSE,"F","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","3","1","2","1","4","0","1.0","0","0.8","1.94177083333","1.74440833333","1.33333333333","0.625419","25.80087"
"data4997","433","q11",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1.0","0","0.733333333333","2.00291818182","1.625","1.43636363636","0.087892","29.18594"
"data4998","433","q12",TRUE,"F","1","1","1","0","0","0","0","0","0","0","1","0","1","0","1","7","1","4","1","1","1","1.0","2","0.8125","1.9214025641","1.74595128205","1.53333333333","0.992809","30.1352"
"data4999","433","q2",FALSE,"T","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","11","1","7","1","3","1","1.0","2","0.80487804878","1.98229393939","1.71428787879","1.58484848485","0.999984","87.84157"
"data5000","433","q13",TRUE,"T","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.8","1.710475","1.9572","1.15","0.000241","1.12392"
"data5001","433","q14",TRUE,"F","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","2","1","2","0","0","1","1.0","7","0.555555555556","1.81549","1.7476","1.36","0.412969","22.33995"
"data5002","433","q15",TRUE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1.0","0","0.777777777778","1.84401428571","1.74108571429","1.45714285714","0.000894","8.28218"
"data5003","433","q5",TRUE,"F","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","2","0","0","1","1","0","1.0","0","0.85","1.94647647059","1.74051764706","1.65882352941","0.223380","14.03128"
"data5004","433","q16",TRUE,"F","1","1","1","0","0","1","0","0","0","0","1","1","0","0","1","6","1","10","1","6","0","1.0","0","0.909090909091","1.91403111111","1.69899","1.49333333333","0.999999","41.65547"
"data5005","433","q17",FALSE,"T","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","2","1","1","0","0","0","1.0","0","0.666666666667","1.92800833333","1.75655","1.41666666667","0.365140","19.36538"
"data5006","433","q18",FALSE,"T","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","8","1","2","1","1.0","2","0.851063829787","2.0263925","1.7565525","1.495","0.978360","36.85519"
"data5007","433","q19",FALSE,"T","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1.0","0","0.8","1.5577","2.11345","1.15","0.000169","1.01255"
"data5008","433","q20",FALSE,"T","0","1","1","0","1","1","1","0","0","0","0","0","0","1","1","11","1","12","1","7","1","1.0","2","0.815789473684","1.91623548387","1.62206344086","1.33333333333","1.000000","98.63029"
"data5009","433","q21",FALSE,"T","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","9","1","6","1","4","0","1.0","0","0.824561403509","1.8824","1.61299361702","1.45957446809","0.997056","39.26125"
"data5010","433","q22",FALSE,"F","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.62715","1.9322","1.1","0.000081","0.7862"
"data5011","433","q23",TRUE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","2","1","1","0","0","1","1.0","1","1.0","1.784275","1.54485","1.225","0.004283","9.03845"
"data5012","433","q24",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.40391"
"data5013","432","q19",FALSE,"F","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","5","1","3","1","1.0","2","0.98","2.02545918367","1.82948163265","1.66530612245","0.977715","47.28675"
"data5014","432","q23",TRUE,"F","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","5","1","4","1","1.0","3","0.946666666667","1.92078169014","1.67865774648","1.55774647887","0.999692","50.52569"
"data5015","432","q5",TRUE,"T","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","3","1","2","0","0","0","1.0","0","0.733333333333","1.76503636364","1.65479090909","1.14545454545","0.028404","11.37012"
"data5016","432","q10",FALSE,"F","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","8","1","2","0","1.0","0","0.825396825397","1.79895","1.54995","1.39615384615","0.998991","28.88636"
"data5017","432","q12",TRUE,"T","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","3","1","6","1","1.0","2","0.97619047619","1.86863414634","1.64759756098","1.49268292683","0.814410","25.47388"
"data5018","432","q14",TRUE,"T","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","5","1","12","1","4","1","1.0","2","0.858585858586","1.85818352941","1.68726470588","1.45411764706","0.999999","113.5617"
"data5019","432","q20",FALSE,"F","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","3","1","1","0","1.0","0","0.942857142857","2.13213939394","1.77828787879","1.77575757576","0.960581","26.78361"
"data5020","432","q17",FALSE,"T","0","1","1","0","0","1","1","0","0","0","0","0","1","1","1","2","1","9","1","7","1","1.0","2","0.928571428571","1.81794957265","1.63886068376","1.44615384615","1.000000","72.36861"
"data5021","432","q9",FALSE,"F","0","1","1","1","0","1","0","1","0","0","1","0","1","0","0","0","1","5","0","0","0","1.0","0","0.813559322034","1.82745416667","1.65920208333","1.62083333333","0.998107","29.99384"
"data5022","432","q15",TRUE,"F","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","1","7","1","9","0","1.0","0","1.0","1.98455789474","1.63520789474","1.55263157895","0.430057","23.64075"
"data5023","432","q24",TRUE,"T","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","1","6","1","2","1","1.0","1","1.0","1.87364285714","1.666625","1.43571428571","0.060213","25.58448"
"data5024","432","q2",FALSE,"T","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","1","2","0","1.0","0","0.68","1.95487647059","1.56812941176","1.38823529412","0.449183","10.30997"
"data5025","432","q22",FALSE,"F","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","6","1","5","0","1.0","0","0.866666666667","2.01205384615","1.66285641026","1.33846153846","0.695809","23.19147"
"data5026","432","q21",FALSE,"F","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1","5","1","29","1","15","1","1.0","1","0.901960784314","1.94661793478","1.66432554348","1.52173913043","1.000000","205.84151"
"data5027","432","q11",FALSE,"T","0","1","1","0","1","1","0","1","0","0","0","0","1","0","1","4","1","10","1","3","0","1.0","0","0.881578947368","1.89562835821","1.64168507463","1.38805970149","0.999662","60.89534"
"data5028","432","q6",FALSE,"F","0","1","1","1","1","1","1","1","0","0","0","0","1","1","1","8","1","12","1","8","1","1.0","3","0.882352941176","1.860335","1.6096975","1.53","1.000000","79.39265"
"data5029","432","q8",FALSE,"T","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","9","1","8","0","1.0","0","0.882882882883","1.91576020408","1.67784387755","1.52857142857","1.000000","63.19134"
"data5030","432","q7",FALSE,"T","1","1","1","0","0","0","1","1","0","0","0","0","1","0","1","5","1","9","1","6","1","1.0","1","0.883495145631","1.87043516484","1.6835010989","1.5978021978","0.999999","76.77328"
"data5031","432","q3",FALSE,"F","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","8","1","2","1","2","0","1.0","0","0.844827586207","1.84647346939","1.62559183673","1.71428571429","0.999099","40.24552"
"data5032","432","q4",FALSE,"T","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","1","1.0","1","0.9","2.09412222222","1.56252222222","1.4","0.010703","28.34108"
"data5033","432","q13",TRUE,"F","0","1","1","0","1","0","1","1","0","0","0","0","1","0","1","2","1","11","1","3","1","1.0","1","0.888888888889","1.85071666667","1.59183333333","1.40555555556","0.999742","59.61085"
"data5034","432","q16",TRUE,"T","1","1","1","0","0","1","1","1","0","0","0","0","1","0","1","2","1","9","1","9","1","1.0","3","0.875","1.92113452381","1.61763571429","1.54523809524","0.999998","74.73928"
"data5035","432","q1",FALSE,"F","1","1","1","0","1","1","0","1","0","0","0","0","0","1","1","8","1","19","1","11","1","1.0","2","0.803797468354","1.91256614173","1.60372519685","1.41417322835","1.000000","124.13938"
"data5036","432","q18",FALSE,"T","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","2","1","5","1","4","0","1.0","0","0.852459016393","1.80331153846","1.62078076923","1.48846153846","0.998354","36.62778"
"data5037","435","q13",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.51946"
"data5038","435","q9",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.5","2.7778","2.0","1.0","0.406771","0.57"
"data5039","435","q8",FALSE,"F","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.18"
"data5040","435","q6",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","4","1","1","0","0","0","1.0","0","0.666666666667","2.02505","1.8606125","1.975","0.096270","5.86"
"data5041","435","q3",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1.0","0","0.857142857143","1.88941666667","1.7518","1.86666666667","0.054088","1.55839"
"data5042","435","q17",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","3.0","0","1.0","1.5","1.2847","2.0","0.000753","1.52953"
"data5043","435","q18",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.777777777778","2.15918571429","1.538","1.28571428571","0.006408","4.6"
"data5044","435","q21",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.0","0.0","0.0","0.0","0.673918","1.1255"
"data5045","435","q22",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","0.5","2.7778","2.0","1.0","0.443720","3.70348"
"data5046","435","q23",TRUE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.5","2.7778","2.0","1.0","0.406771","0.69262"
"data5047","435","q4",FALSE,"T","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","2","1","1","0","0","0","1.0","0","0.727272727273","2.190975","1.804775","1.825","0.318337","5.62413"
"data5048","435","q24",TRUE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.5","2.0123","1.554475","1.0","0.012646","5.1068"
"data5049","435","q16",TRUE,"T","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1.0","0","0.5","1.57343333333","1.5492","1.26666666667","0.123744","4.22109"
"data5050","435","q14",TRUE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","1.0","2.125","1.8182","2.6","0.000173","0.41298"
"data5051","435","q11",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","1.0","1.125","1.625","1.0","0.381098","0.24298"
"data5052","435","q2",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2.0","1","1.0","2.46035","1.66665","1.6","0.332176","2.49243"
"data5053","435","q12",TRUE,"T","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","3","0","0","0","0","1","1.0","2","0.857142857143","1.90470416667","1.64350416667","1.725","0.666579","12.05"
"data5054","435","q1",FALSE,"F","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","2","1","3","0","0","0","1.0","0","0.764705882353","1.90723076923","1.64387692308","1.53846153846","0.297335","8.26799"
"data5055","435","q19",FALSE,"F","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1.0","0","0.0","0.0","0.0","0.0","0.393882","0.54832"
"data5056","435","q20",FALSE,"T","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.0","0","1.0","1.2222","1.4444","1.2","0.010809","0.57718"
"data5057","435","q5",TRUE,"T","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1.0","0","1.0","1.2308","2.1538","1.0","0.000036","0.6349"
